date,sales,promotion,holiday,product_category,year,month,day,dayofweek,is_weekend,lag_1,lag_7,lag_30,rolling_mean_7,rolling_std_7,product_category_encoded,predicted_sales
2019-03-27,230.73,0,0,Grocery,2019,3,27,2,0,210.53,228.01,258.98,222.59,14.838691541597308,2,228.07483
2019-03-28,251.34,0,0,Grocery,2019,3,28,3,0,230.73,204.06,253.54,222.97857142857143,15.038544287454126,2,227.00789
2019-03-29,212.76,0,0,Clothing,2019,3,29,4,0,251.34,243.89,214.11,229.7328571428571,15.727166214638354,0,234.7575
2019-03-30,242.78,0,0,Grocery,2019,3,30,5,1,212.76,238.15,239.16,225.28571428571428,15.455722626417923,2,229.2802
2019-03-31,222.3,1,0,Electronics,2019,3,31,6,1,242.78,212.34,233.27,225.94714285714284,16.180100653051024,1,230.1122
2019-04-01,217.25,0,0,Electronics,2019,4,1,0,0,222.3,221.15,248.35,227.37000000000003,15.191826749933831,1,225.21973
2019-04-02,231.14,0,0,Electronics,2019,4,2,1,0,217.25,210.53,202.29,226.81285714285715,15.525799726354268,1,224.6992
2019-04-03,212.74,0,0,Electronics,2019,4,3,2,0,231.14,230.73,235.9,229.75714285714284,13.77929450816922,1,224.96332
2019-04-04,222.53,0,1,Clothing,2019,4,4,3,0,212.74,251.34,243.92,227.18714285714285,15.174628731631698,0,233.02473
2019-04-05,209.78,0,0,Grocery,2019,4,5,4,0,222.53,212.76,188.15,223.07142857142856,10.811805936986318,2,222.4521
2019-04-06,273.15,0,0,Grocery,2019,4,6,5,1,209.78,242.78,200.21,222.6457142857143,11.331657509154027,2,229.0951
2019-04-07,234.67,0,0,Electronics,2019,4,7,6,1,273.15,222.3,183.63,226.98428571428573,21.5405422843708,1,226.27869
2019-04-08,220.06,0,0,Clothing,2019,4,8,0,0,234.67,217.25,219.55,228.75142857142856,21.59952887493271,0,225.67947
2019-04-09,238.41,0,0,Electronics,2019,4,9,1,0,220.06,231.14,239.8,229.15285714285716,21.375094318923164,1,225.84084
2019-04-10,231.94,0,0,Electronics,2019,4,10,2,0,238.41,212.74,255.99,230.1914285714286,21.662423247466688,1,227.11584
2019-04-11,229.82,1,0,Clothing,2019,4,11,3,0,231.94,222.53,227.91,232.9342857142857,20.25424141354347,0,228.33572
2019-04-12,246.55,0,0,Clothing,2019,4,12,4,0,229.82,209.78,259.47,233.97571428571428,19.812720541058955,0,228.31712
2019-04-13,249.44,0,0,Electronics,2019,4,13,5,1,246.55,273.15,199.75,239.22857142857143,17.003900952988747,1,239.22096
2019-04-14,223.68,0,0,Grocery,2019,4,14,6,1,249.44,234.67,193.73,235.84142857142857,10.067246277858311,2,231.8067
2019-04-15,222.77,0,0,Electronics,2019,4,15,0,0,223.68,220.06,227.12,234.27142857142852,11.085805381314682,1,227.19476
2019-04-16,228.76,0,0,Grocery,2019,4,16,1,0,222.77,238.41,236.32,234.6585714285714,10.540710647408243,2,228.49579
2019-04-17,188.18,0,0,Grocery,2019,4,17,2,0,228.76,231.94,228.39,233.28,10.599183930850751,2,226.45505
2019-04-18,203.86,0,0,Clothing,2019,4,18,3,0,188.18,229.82,188.08,227.02857142857144,20.135822496711004,0,225.32938
2019-04-19,261.43,0,1,Clothing,2019,4,19,4,0,203.86,246.55,228.01,223.32,21.85339104120927,0,232.69691
2019-04-20,266.91,0,1,Electronics,2019,4,20,5,1,261.43,249.44,204.06,225.44571428571427,24.98843989870984,1,238.48973
2019-04-21,228.94,0,0,Grocery,2019,4,21,6,1,266.91,223.68,243.89,227.94142857142856,28.420925054480307,2,231.31285
2019-04-22,245.34,0,0,Grocery,2019,4,22,0,0,228.94,222.77,238.15,228.69285714285715,28.35894551065317,2,228.08179
2019-04-23,239.91,0,0,Electronics,2019,4,23,1,0,245.34,228.76,212.34,231.9171428571429,28.852076016747837,1,236.74731
2019-04-24,295.12,0,0,Electronics,2019,4,24,2,0,239.91,188.18,221.15,233.51,28.956322280289758,1,238.54205
2019-04-25,255.79,0,0,Electronics,2019,4,25,3,0,295.12,203.86,210.53,248.7871428571429,29.263336398005947,1,243.28374
2019-04-26,230.67,1,0,Clothing,2019,4,26,4,0,255.79,261.43,230.73,256.2057142857143,21.538347860767548,0,246.40779
2019-04-27,213.94,1,0,Electronics,2019,4,27,5,1,230.67,266.91,251.34,251.8114285714286,23.355990972033627,1,236.42564
2019-04-28,200.73,1,0,Electronics,2019,4,28,6,1,213.94,228.94,212.76,244.24428571428567,26.071889624103417,1,231.46939
2019-04-29,236.72,0,0,Grocery,2019,4,29,0,0,200.73,245.34,242.78,240.2142857142857,30.616025682172268,2,240.35645
2019-04-30,217.31,0,0,Electronics,2019,4,30,1,0,236.72,239.91,222.3,238.9828571428572,30.548781598336465,1,239.83592
2019-05-01,203.76,0,0,Grocery,2019,5,1,2,0,217.31,295.12,217.25,235.7542857142857,31.61027198930909,2,226.40459
2019-05-02,219.03,0,0,Grocery,2019,5,2,3,0,203.76,255.79,231.14,222.7028571428571,19.58836194809378,2,224.90375
2019-05-03,210.07,0,0,Clothing,2019,5,3,4,0,219.03,230.67,212.74,217.45142857142852,13.0888749562005,0,220.90916
2019-05-04,265.18,1,0,Electronics,2019,5,4,5,1,210.07,213.94,222.53,214.50857142857143,11.8816657482184,1,220.9637
2019-05-05,248.78,1,0,Electronics,2019,5,5,6,1,265.18,200.73,209.78,221.82857142857145,22.506434212295492,1,224.01361
2019-05-06,230.7,0,0,Grocery,2019,5,6,0,0,248.78,236.72,273.15,228.69285714285712,22.32576367808113,2,224.30363
2019-05-07,260.15,0,0,Clothing,2019,5,7,1,0,230.7,217.31,234.67,227.83285714285716,22.07960877845273,0,221.44829
2019-05-08,231.78,0,0,Clothing,2019,5,8,2,0,260.15,203.76,220.06,233.95285714285717,24.483127329030616,0,228.17148
2019-05-09,212.68,1,0,Electronics,2019,5,9,3,0,231.78,219.03,238.41,237.9557142857143,20.72636715003613,1,227.41217
2019-05-10,260.02,1,0,Grocery,2019,5,10,4,0,212.68,210.07,231.94,237.04857142857145,21.803717136130302,2,228.40059
2019-05-11,239.98,0,0,Electronics,2019,5,11,5,1,260.02,265.18,229.82,244.1842857142857,19.56112970250173,1,238.61578
2019-05-12,208.09,0,0,Electronics,2019,5,12,6,1,239.98,248.78,246.55,240.5842857142857,17.233507920272526,1,236.06812
2019-05-13,224.65,1,0,Electronics,2019,5,13,0,0,208.09,230.7,249.44,234.77142857142857,20.551344180346184,1,222.61388
2019-05-14,210.56,0,0,Electronics,2019,5,14,1,0,224.65,260.15,223.68,233.90714285714284,20.87576083586397,1,227.0496
2019-05-15,200.02,0,0,Grocery,2019,5,15,2,0,210.56,231.78,222.77,226.82285714285717,18.796613803453887,2,220.57874
2019-05-16,245.79,1,1,Clothing,2019,5,16,3,0,200.02,212.68,228.76,222.28571428571428,21.093428563688548,0,223.94801
2019-05-17,265.03,0,0,Electronics,2019,5,17,4,0,245.79,260.02,188.18,227.0157142857143,22.2604573606376,1,231.99806
2019-05-18,198.44,0,0,Electronics,2019,5,18,5,1,265.03,239.98,203.86,227.73142857142855,23.542107968893745,1,229.913
2019-05-19,237.23,0,0,Electronics,2019,5,19,6,1,198.44,208.09,261.43,221.7971428571429,25.12248376407464,1,221.14027
2019-05-20,212.51,0,0,Electronics,2019,5,20,0,0,237.23,224.65,266.91,225.96,24.885795145022044,1,220.00853
2019-05-21,215.32,1,0,Clothing,2019,5,21,1,0,212.51,210.56,228.94,224.2257142857143,25.409804444441612,0,220.9888
2019-05-22,212.74,0,0,Clothing,2019,5,22,2,0,215.32,200.02,245.34,224.90571428571428,25.044201495983685,0,220.06198
2019-05-23,206.83,1,0,Clothing,2019,5,23,3,0,212.74,245.79,239.91,226.72285714285712,23.3411794291304,0,226.6711
2019-05-24,224.59,0,0,Clothing,2019,5,24,4,0,206.83,265.03,295.12,221.15714285714284,22.672279487137164,0,230.3416
2019-05-25,206.5,0,0,Electronics,2019,5,25,5,1,224.59,198.44,255.79,215.38,12.50015199907605,1,219.61343
2019-05-26,228.02,0,0,Grocery,2019,5,26,6,1,206.5,237.23,230.67,216.53142857142856,10.955463520654234,2,220.2158
2019-05-27,221.09,0,0,Clothing,2019,5,27,0,0,228.02,212.51,213.94,215.21571428571428,8.282227673645558,0,220.80502
2019-05-28,216.79,0,0,Clothing,2019,5,28,1,0,221.09,215.32,200.73,216.44142857142856,8.44828864045173,0,222.44846
2019-05-29,202.88,0,0,Electronics,2019,5,29,2,0,216.79,212.74,236.72,216.65142857142857,8.434025192776323,1,221.8223
2019-05-30,208.96,0,0,Electronics,2019,5,30,3,0,202.88,206.83,217.31,215.2428571428572,9.893273328017486,1,220.77046
2019-05-31,235.05,0,0,Electronics,2019,5,31,4,0,208.96,224.59,203.76,215.5471428571429,9.620387577580342,1,220.23134
2019-06-01,229.4,0,0,Electronics,2019,6,1,5,1,235.05,206.5,219.03,217.04142857142853,11.819962533177463,1,219.46477
2019-06-02,199.27,0,0,Grocery,2019,6,2,6,1,229.4,228.02,210.07,220.31285714285715,11.58278854491415,2,218.92924
2019-06-03,220.24,0,0,Grocery,2019,6,3,0,0,199.27,221.09,265.18,216.2057142857143,13.355943567245012,2,219.2332
2019-06-04,232.7,0,0,Clothing,2019,6,4,1,0,220.24,216.79,248.78,216.08428571428573,13.307913506811156,0,219.94936
2019-06-05,183.7,0,0,Grocery,2019,6,5,2,0,232.7,202.88,230.7,218.3571428571429,14.731067752979124,2,217.83119
2019-06-06,227.36,0,0,Clothing,2019,6,6,3,0,183.7,208.96,260.15,215.61714285714285,19.196564548798715,0,219.41312
2019-06-07,202.64,0,0,Clothing,2019,6,7,4,0,227.36,235.05,231.78,218.24571428571429,19.391836647709084,0,218.874
2019-06-08,226.7,0,0,Grocery,2019,6,8,5,1,202.64,229.4,212.68,213.6157142857143,18.5623093544805,2,208.09915
2019-06-09,199.42,1,0,Clothing,2019,6,9,6,1,226.7,199.27,260.02,213.23,18.20425499711553,0,207.94153
2019-06-10,177.97,0,0,Electronics,2019,6,10,0,0,199.42,220.24,239.98,213.25142857142853,18.18516192629915,1,207.86758
2019-06-11,180.89,0,0,Clothing,2019,6,11,1,0,177.97,232.7,208.09,207.2128571428571,22.078984513397906,0,198.00613
2019-06-12,213.78,0,0,Electronics,2019,6,12,2,0,180.89,183.7,224.65,199.8114285714286,20.75539964167695,1,196.6756
2019-06-13,217.38,0,0,Grocery,2019,6,13,3,0,213.78,227.36,210.56,204.10857142857145,19.96248350328825,2,197.13658
2019-06-14,193.46,0,0,Grocery,2019,6,14,4,0,217.38,202.64,200.02,202.6828571428571,18.313372813589854,2,195.45956
2019-06-15,223.68,0,0,Clothing,2019,6,15,5,1,193.46,226.7,245.79,201.37142857142857,18.64268438161172,0,197.05147
2019-06-16,177.03,0,0,Electronics,2019,6,16,6,1,223.68,199.42,265.03,200.94,17.982079041831497,1,194.9333
2019-06-17,208.29,1,0,Clothing,2019,6,17,0,0,177.03,177.97,198.44,197.74142857142851,20.15726786097405,0,197.76659
2019-06-18,184.74,0,0,Grocery,2019,6,18,1,0,208.29,180.89,237.23,202.07285714285717,18.37991087599536,2,198.08327
2019-06-19,195.27,0,0,Clothing,2019,6,19,2,0,184.74,213.78,212.51,202.62285714285716,17.684851063632554,0,198.11685
2019-06-20,208.6,0,0,Clothing,2019,6,20,3,0,195.27,217.38,215.32,199.97857142857143,17.11315617546113,0,195.89864
2019-06-21,189.78,0,0,Electronics,2019,6,21,4,0,208.6,193.46,212.74,198.7242857142857,15.9042309435185,1,195.32593
2019-06-22,198.63,0,0,Grocery,2019,6,22,5,1,189.78,223.68,206.83,198.19857142857143,16.16591210806628,2,195.36101
2019-06-23,225.78,0,0,Clothing,2019,6,23,6,1,198.63,177.03,224.59,194.62000000000003,11.756274920229227,0,200.24066
2019-06-24,193.45,0,0,Electronics,2019,6,24,0,0,225.78,208.29,206.5,201.58428571428573,13.852127221890392,1,197.4982
2019-06-25,221.03,1,0,Clothing,2019,6,25,1,0,193.45,184.74,228.02,199.4642857142857,13.790260883612907,0,198.51265
2019-06-26,181.05,0,0,Electronics,2019,6,26,2,0,221.03,195.27,221.09,204.64857142857144,14.149001647432756,1,197.00887
2019-06-27,213.57,1,0,Electronics,2019,6,27,3,0,181.05,208.6,216.79,202.61714285714288,16.538911405415966,1,197.3464
2019-06-28,231.13,0,0,Clothing,2019,6,28,4,0,213.57,189.78,202.88,203.3271428571429,16.940362761056747,0,198.73424
2019-06-29,152.18,0,0,Grocery,2019,6,29,5,1,231.13,198.63,208.96,209.2342857142857,18.561019958632848,2,201.106
2019-06-30,185.0,0,0,Grocery,2019,6,30,6,1,152.18,225.78,235.05,202.5985714285714,28.581988750826785,2,195.21458
2019-07-01,211.81,1,0,Electronics,2019,7,1,0,0,185.0,193.45,229.4,196.77285714285716,27.19172344316437,1,196.35141
2019-07-02,195.53,0,0,Grocery,2019,7,2,1,0,211.81,221.03,199.27,199.3957142857143,27.69854861248337,2,195.40472
2019-07-03,206.33,0,0,Electronics,2019,7,3,2,0,195.53,181.05,220.24,195.75285714285715,26.00405783352928,1,196.35141
2019-07-04,186.15,0,0,Grocery,2019,7,4,3,0,206.33,213.57,232.7,199.3642857142857,25.36950653648532,2,195.40472
2019-07-05,199.29,0,0,Clothing,2019,7,5,4,0,186.15,231.13,183.7,195.4471428571429,24.923476693194356,0,195.44174
2019-07-06,193.77,0,0,Grocery,2019,7,6,5,1,199.29,152.18,227.36,190.89857142857144,19.679739521118208,2,192.39888
2019-07-07,219.56,0,0,Electronics,2019,7,7,6,1,193.77,185.0,202.64,196.84,9.88067305399845,1,198.043
2019-07-08,200.62,0,0,Electronics,2019,7,8,0,0,219.56,211.81,226.7,201.77714285714288,11.482968132972651,1,196.07852
2019-07-09,201.61,0,0,Grocery,2019,7,9,1,0,200.62,195.53,199.42,200.17857142857147,10.598302424715172,2,194.94063
2019-07-10,185.95,0,0,Clothing,2019,7,10,2,0,201.61,206.33,177.97,201.0471428571429,10.401145312393846,0,196.76045
2019-07-11,183.77,0,0,Electronics,2019,7,11,3,0,185.95,186.15,180.89,198.1357142857143,11.473034845734547,1,195.68965
2019-07-12,184.21,0,0,Electronics,2019,7,12,4,0,183.77,199.29,213.78,197.79571428571427,11.914209803344324,1,194.93703
2019-07-13,200.09,1,0,Electronics,2019,7,13,5,1,184.21,193.77,217.38,195.64142857142855,12.919897353271026,1,197.90302
2019-07-14,183.12,0,0,Electronics,2019,7,14,6,1,200.09,219.56,193.46,196.5442857142857,12.98796860834827,1,195.95586
2019-07-15,196.68,0,0,Electronics,2019,7,15,0,0,183.12,200.62,223.68,191.33857142857144,8.878026110519281,1,195.55933
2019-07-16,231.74,0,0,Clothing,2019,7,16,1,0,196.68,201.61,177.03,190.77571428571423,8.297433051137565,0,198.12671
2019-07-17,207.0,0,0,Grocery,2019,7,17,2,0,231.74,185.95,208.29,195.08,17.531339557109703,2,196.11107
2019-07-18,182.41,0,0,Clothing,2019,7,18,3,0,207.0,183.77,184.74,198.08714285714288,17.509599000059033,0,195.49883
2019-07-19,212.31,1,0,Clothing,2019,7,19,4,0,182.41,184.21,195.27,197.89285714285717,17.70143281798214,0,196.55222
2019-07-20,179.49,0,0,Electronics,2019,7,20,5,1,212.31,200.09,208.6,201.90714285714284,17.262079552481495,1,193.33679
2019-07-21,146.26,0,0,Clothing,2019,7,21,6,1,179.49,183.12,189.78,198.9642857142857,19.26343588004936,0,194.80913
2019-07-22,166.23,0,0,Electronics,2019,7,22,0,0,146.26,196.68,198.63,193.6985714285714,27.565334164835765,1,191.36633
2019-07-23,148.35,0,0,Clothing,2019,7,23,1,0,166.23,231.74,225.78,189.34857142857143,29.36057982429953,0,173.63788
2019-07-24,178.12,0,0,Electronics,2019,7,24,2,0,148.35,207.0,193.45,177.43571428571428,26.02146028258444,1,172.75702
2019-07-25,184.91,1,0,Electronics,2019,7,25,3,0,178.12,182.41,221.03,173.31,22.61993589734566,1,175.24168
2019-07-26,217.46,0,0,Clothing,2019,7,26,4,0,184.91,212.31,181.05,173.66714285714286,22.80652736556394,0,175.59496
2019-07-27,189.87,0,0,Clothing,2019,7,27,5,1,217.46,179.49,213.57,174.40285714285713,24.295339549171768,0,176.64748
2019-07-28,178.36,0,0,Grocery,2019,7,28,6,1,189.87,146.26,231.13,175.8857142857143,24.965117569082672,2,173.58813
2019-07-29,198.74,0,0,Grocery,2019,7,29,0,0,178.36,166.23,152.18,180.47142857142856,21.294679639581407,2,174.49014
2019-07-30,137.35,0,0,Grocery,2019,7,30,1,0,198.74,148.35,185.0,185.1157142857143,21.216019778415426,2,172.45322
2019-07-31,185.71,0,1,Clothing,2019,7,31,2,0,137.35,178.12,211.81,183.5442857142857,24.54002503200533,0,180.54276
2019-08-01,195.85,0,0,Clothing,2019,8,1,3,0,185.71,184.91,195.53,184.6285714285714,24.427834825987624,0,177.51773
2019-08-02,150.3,0,0,Electronics,2019,8,2,4,0,195.85,217.46,206.33,186.1914285714286,24.796028867926942,1,175.29335
2019-08-03,202.2,0,0,Grocery,2019,8,3,5,1,150.3,189.87,186.15,176.59714285714287,23.64732945759867,2,171.56227
2019-08-04,185.55,1,0,Electronics,2019,8,4,6,1,202.2,178.36,199.29,178.35857142857142,25.20845190841893,1,175.81046
2019-08-05,169.94,0,0,Electronics,2019,8,5,0,0,185.55,198.74,193.77,179.3857142857143,25.3545780594245,1,174.5903
2019-08-06,190.37,0,0,Electronics,2019,8,6,1,0,169.94,137.35,219.56,175.27142857142857,23.990517174203184,1,171.84935
2019-08-07,222.61,0,0,Electronics,2019,8,7,2,0,190.37,185.71,200.62,182.8457142857143,17.519574630627165,1,176.1864
2019-08-08,180.33,0,1,Grocery,2019,8,8,3,0,222.61,195.85,201.61,188.11714285714288,23.166396435560294,2,176.1417
2019-08-09,181.15,0,1,Electronics,2019,8,9,4,0,180.33,150.3,185.95,185.9,23.04533213762283,1,173.43883
2019-08-10,166.51,0,0,Clothing,2019,8,10,5,1,181.15,202.2,183.77,190.30714285714288,17.34822826139718,0,194.3295
2019-08-11,158.22,0,0,Clothing,2019,8,11,6,1,166.51,185.55,184.21,185.20857142857145,18.478194742788048,0,174.59796
2019-08-12,191.35,0,0,Clothing,2019,8,12,0,0,158.22,169.94,200.09,181.30428571428573,21.09590944325739,0,174.47331
2019-08-13,157.15,0,0,Grocery,2019,8,13,1,0,191.35,190.37,183.12,184.36285714285717,20.722410344267622,2,174.34996
2019-08-14,175.25,0,0,Electronics,2019,8,14,2,0,157.15,222.61,196.68,179.61714285714288,22.81560483111385,1,173.00813
2019-08-15,163.82,1,0,Grocery,2019,8,15,3,0,175.25,180.33,231.74,172.85142857142858,12.738216029690845,2,176.45622
2019-08-16,182.52,0,1,Electronics,2019,8,16,4,0,163.82,181.15,207.0,170.49285714285716,12.65089287268756,1,173.64247
2019-08-17,179.19,0,0,Grocery,2019,8,17,5,1,182.52,166.51,182.41,170.6885714285714,12.85223641832064,2,174.74063
2019-08-18,192.86,0,0,Grocery,2019,8,18,6,1,179.19,158.22,212.31,172.5,13.057084922244018,2,175.00787
2019-08-19,161.51,0,0,Electronics,2019,8,19,0,0,192.86,191.35,179.49,177.4485714285714,13.304870572553634,1,175.58446
2019-08-20,165.92,0,0,Grocery,2019,8,20,1,0,161.51,157.15,146.26,173.18571428571428,12.882172251013694,2,170.01562
2019-08-21,151.36,1,0,Electronics,2019,8,21,2,0,165.92,175.25,166.23,174.4385714285714,11.404393054976913,1,170.6359
2019-08-22,161.68,1,0,Clothing,2019,8,22,3,0,151.36,163.82,148.35,171.02571428571426,14.322418158425222,0,171.2975
2019-08-23,177.76,0,0,Clothing,2019,8,23,4,0,161.68,182.52,178.12,170.72,14.52329049033632,0,175.67564
2019-08-24,185.0,1,0,Clothing,2019,8,24,5,1,177.76,179.19,184.91,170.04,13.979989270383117,0,177.954
2019-08-25,151.09,1,0,Grocery,2019,8,25,6,1,185.0,192.86,217.46,170.86999999999998,14.764243969808495,2,174.78932
2019-08-26,186.6,1,0,Clothing,2019,8,26,0,0,151.09,161.51,189.87,164.90285714285716,12.690798128679184,0,167.7029
2019-08-27,196.01,1,0,Electronics,2019,8,27,1,0,186.6,165.92,178.36,168.48714285714286,14.920137079672502,1,175.50267
2019-08-28,176.87,0,0,Clothing,2019,8,28,2,0,196.01,151.36,198.74,172.78571428571428,18.06117554050088,0,173.54308
2019-08-29,205.85,0,0,Clothing,2019,8,29,3,0,176.87,161.68,137.35,176.43,15.394213198472444,0,177.87012
2019-08-30,152.57,0,0,Grocery,2019,8,30,4,0,205.85,177.76,185.71,182.74,17.277885673118476,2,174.45695
2019-08-31,142.89,0,0,Electronics,2019,8,31,5,1,152.57,185.0,195.85,179.14142857142858,20.760268486199045,1,174.04515
2019-09-01,131.96,1,1,Grocery,2019,9,1,6,1,142.89,151.09,150.3,173.1257142857143,24.537230118837524,2,168.08891
2019-09-02,197.22,0,0,Grocery,2019,9,2,0,0,131.96,186.6,202.2,170.3928571428571,28.193432281464965,2,174.30768
2019-09-03,180.17,0,0,Electronics,2019,9,3,1,0,197.22,196.01,185.55,171.91,29.467863286412417,1,171.98029
2019-09-04,165.76,1,0,Grocery,2019,9,4,2,0,180.17,176.87,169.94,169.64714285714285,27.87383403497896,2,171.01482
2019-09-05,172.28,1,0,Electronics,2019,9,5,3,0,165.76,205.85,190.37,168.05999999999997,27.7098382047489,1,170.49567
2019-09-06,143.98,1,0,Clothing,2019,9,6,4,0,172.28,152.57,222.61,163.2642857142857,22.493491545440268,0,162.60321
2019-09-07,215.24,0,0,Electronics,2019,9,7,5,1,143.98,142.89,180.33,162.03714285714287,23.3905883596278,1,166.28938
2019-09-08,168.76,0,0,Electronics,2019,9,8,6,1,215.24,131.96,181.15,172.37285714285713,28.864221632952724,1,168.68295
2019-09-09,168.22,0,0,Electronics,2019,9,9,0,0,168.76,197.22,166.51,177.62999999999997,23.04072698505892,1,172.12317
2019-09-10,180.42,0,0,Grocery,2019,9,10,1,0,168.22,180.17,158.22,173.48714285714283,21.485994441563136,2,171.94603
2019-09-11,175.41,0,0,Electronics,2019,9,11,2,0,180.42,165.76,191.35,173.52285714285716,21.499157901560128,1,171.75739
2019-09-12,170.17,0,0,Electronics,2019,9,12,3,0,175.41,172.28,157.15,174.90142857142857,21.226080206962497,1,172.33203
2019-09-13,149.79,0,0,Electronics,2019,9,13,4,0,170.17,143.98,175.25,174.59999999999997,21.28441291963106,1,169.27054
2019-09-14,174.96,0,0,Clothing,2019,9,14,5,1,149.79,215.24,163.82,175.43,19.96366198872401,0,171.93109
2019-09-15,203.12,0,0,Electronics,2019,9,15,6,1,174.96,168.76,182.52,169.6757142857143,9.788504920132372,1,176.62878
2019-09-16,192.34,0,0,Grocery,2019,9,16,0,0,203.12,168.22,179.19,174.5842857142857,15.936918206001623,2,174.32031
2019-09-17,197.27,0,0,Electronics,2019,9,17,1,0,192.34,180.42,192.86,178.03,16.90938003988778,1,173.41248
2019-09-18,155.16,0,0,Electronics,2019,9,18,2,0,197.27,175.41,161.51,180.43714285714287,18.43668418695575,1,172.88506
2019-09-19,145.6,0,0,Clothing,2019,9,19,3,0,155.16,170.17,165.92,177.5442857142857,20.794828569577525,0,171.12543
2019-09-20,162.89,0,0,Electronics,2019,9,20,4,0,145.6,149.79,151.36,174.03428571428572,24.063686235448635,1,165.13724
2019-09-21,166.55,0,0,Grocery,2019,9,21,5,1,162.89,174.96,161.68,175.90571428571428,22.309414946119023,2,168.57835
2019-09-22,187.36,0,0,Electronics,2019,9,22,6,1,166.55,203.12,177.76,174.7042857142857,22.593476091668283,1,171.98883
2019-09-23,131.68,1,0,Grocery,2019,9,23,0,0,187.36,192.34,185.0,172.45285714285714,19.916587487390583,2,174.2432
2019-09-24,196.2,0,0,Clothing,2019,9,24,1,0,131.68,197.27,151.09,163.78714285714287,22.808214685566444,0,169.07797
2019-09-25,162.53,0,0,Electronics,2019,9,25,2,0,196.2,155.16,186.6,163.6342857142857,22.54852534508913,1,164.4344
2019-09-26,157.26,0,0,Clothing,2019,9,26,3,0,162.53,145.6,196.01,164.68714285714285,22.25706757735367,0,164.3363
2019-09-27,145.67,1,0,Electronics,2019,9,27,4,0,157.26,162.89,176.87,166.35285714285715,20.990805697008238,1,168.43106
2019-09-28,132.95,0,0,Grocery,2019,9,28,5,1,145.67,166.55,205.85,163.89285714285714,22.424360053512235,2,162.05583
2019-09-29,182.66,0,0,Clothing,2019,9,29,6,1,132.95,187.36,152.57,159.09285714285713,25.18674103193104,0,168.39148
2019-09-30,167.82,1,0,Electronics,2019,9,30,0,0,182.66,131.68,142.89,158.42142857142855,24.35656888026478,1,161.71536
2019-10-01,140.73,0,0,Grocery,2019,10,1,1,0,167.82,196.2,131.96,163.5842857142857,21.393527726194677,2,162.69066
2019-10-02,140.82,0,0,Clothing,2019,10,2,2,0,140.73,162.53,197.22,155.66,17.15163549053085,0,163.09264
2019-10-03,160.21,0,0,Electronics,2019,10,3,3,0,140.82,157.26,180.17,152.5585714285714,17.657709768986294,1,165.2234
2019-10-04,200.53,0,0,Clothing,2019,10,4,4,0,160.21,145.67,165.76,152.98,17.823046877569485,0,163.0035
2019-10-05,162.19,0,0,Electronics,2019,10,5,5,1,200.53,132.95,172.28,160.81714285714287,24.777633539334573,1,163.33209
2019-10-06,137.57,0,0,Grocery,2019,10,6,6,1,162.19,182.66,143.98,164.99428571428572,21.551311527873644,2,163.19571
2019-10-07,162.98,1,0,Grocery,2019,10,7,0,0,137.57,167.82,215.24,158.55285714285714,22.12210110145265,2,165.06976
2019-10-08,162.72,1,0,Clothing,2019,10,8,1,0,162.98,140.73,168.76,157.86142857142858,21.858245148053783,0,162.76562
2019-10-09,114.53,0,0,Clothing,2019,10,9,2,0,162.72,140.82,168.22,161.00285714285715,20.52533857965703,0,164.94965
2019-10-10,167.69,0,0,Electronics,2019,10,10,3,0,114.53,160.21,180.42,157.24714285714285,26.3987946153398,1,165.93234
2019-10-11,164.48,0,0,Grocery,2019,10,11,4,0,167.69,200.53,175.41,158.31571428571428,26.68851179636656,2,168.70207
2019-10-12,183.37,1,0,Electronics,2019,10,12,5,1,164.48,162.19,170.17,153.16571428571427,19.76509959258494,1,165.19865
2019-10-13,206.77,1,0,Grocery,2019,10,13,6,1,183.37,137.57,149.79,156.19142857142856,22.76961237305292,2,167.38596
2019-10-14,192.69,0,0,Clothing,2019,10,14,0,0,206.77,162.98,174.96,166.07714285714286,27.80310037524988,0,174.75076
2019-10-15,165.16,1,0,Electronics,2019,10,15,1,0,192.69,162.72,203.12,170.32142857142858,29.469273505677176,1,172.06908
2019-10-16,148.81,0,0,Electronics,2019,10,16,2,0,165.16,114.53,192.34,170.67,29.37866743063793,1,165.16145
2019-10-17,222.82,0,0,Grocery,2019,10,17,3,0,148.81,167.69,197.27,175.56714285714287,19.73542729398612,2,176.63094
2019-10-18,172.96,0,0,Grocery,2019,10,18,4,0,222.82,164.48,155.16,183.44285714285715,26.056085478755342,2,173.67148
2019-10-19,172.49,0,0,Grocery,2019,10,19,5,1,172.96,183.37,145.6,184.65428571428572,25.21092676938795,2,175.9893
2019-10-20,172.18,0,0,Clothing,2019,10,20,6,1,172.49,206.77,162.89,183.1,25.63511523932257,0,175.98029
2019-10-21,177.09,0,0,Electronics,2019,10,21,0,0,172.18,192.69,166.55,178.15857142857143,23.56200432092029,1,170.81866
2019-10-22,170.72,0,0,Grocery,2019,10,22,1,0,177.09,165.16,187.36,175.93,22.679733978452088,2,173.80508
2019-10-23,162.63,1,0,Clothing,2019,10,23,2,0,170.72,148.81,131.68,176.72428571428574,22.33441653378888,0,174.47397
2019-10-24,163.68,0,0,Grocery,2019,10,24,3,0,162.63,222.82,196.2,178.6985714285714,19.937878045378834,2,176.15013
